order_item_id,order_id,product_id,quantity,unit_price,total_price,customer_id,order_date,status,shipping_city,shipping_state,first_name,last_name,email,city,state,created_at,product_name,category_id,supplier_id,price,stock_quantity,category_name,supplier_name,contact_email,country,payment_id,payment_date,amount,payment_method,currency
765,1712,93,1,470.8,470.8,193,12-Jun-2022,shipped,Houston,IL,Thomas,Martinez,user193@gmail.com,New York,PA,17/09/2022,Adjustable Sneakers,5,2,470.8,374,Shoes,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,1367,28/04/2022,106.49,Bank Transfer,USD
316,1949,13,5,158.24,791.2,169,15-Jul-2022,shipped,Dallas,CA,Barbara,Smith,user169@gmail.com,Philadelphia,CA,16/02/2021,Premium Mouse,2,33,158.24,994,Home Appliances,TechCore Supply,contact33@techcoresupply.com,Mexico,2433,04/07/2022,184.39,PayPal,USD
77,605,197,2,219.25,438.5,246,09-Feb-2022,returned,San Jose,TX,Robert,Miller,user246@gmail.com,San Antonio,AZ,29/11/2022,Adjustable Sneakers,1,26,219.25,363,Electronics,GreenLeaf Organics,contact26@greenleaforganics.com,China,1378,28/08/2022,825.04,Bank Transfer,USD
575,975,70,3,373.22,1119.66,159,08-Jun-2022,shipped,Phoenix,CA,Charles,Martinez,user159@gmail.com,Dallas,PA,01/01/2022,Adjustable Sneakers,12,6,373.22,850,Pet Supplies,City Electronics,contact6@cityelectronics.com,Germany,697,08/05/2022,753.48,Cash on Delivery,USD
2883,357,489,4,33.56,134.24,17,23-Oct-2022,shipped,Phoenix,PA,Karen,Garcia,user17@gmail.com,Los Angeles,TX,25/06/2022,Rechargeable Keyboard,9,20,33.56,258,Grocery,Wellness Direct,contact20@wellnessdirect.com,Germany,1647,29/05/2022,83.36,Bank Transfer,USD
3785,399,459,1,92.18,92.18,39,28-Oct-2022,delivered,San Diego,TX,Patricia,Martin,user39@gmail.com,Chicago,NY,02/07/2021,Portable Headphones,3,1,92.18,194,Books,Global Tech Distributors,contact1@globaltechdistributors.com,China,1511,14/03/2022,47.16,Bank Transfer,USD
2335,124,411,5,417.15,2085.75,49,30-Mar-2022,processing,Los Angeles,PA,Jessica,Thomas,user49@gmail.com,San Diego,AZ,25/04/2021,Premium Backpack,11,29,417.15,421,Office Supplies,PetWorld Wholesale,contact29@petworldwholesale.com,China,1578,18/03/2022,856.76,Credit Card,USD
3135,2891,393,4,36.72,146.88,293,27-Feb-2022,processing,Los Angeles,IL,Michael,Taylor,user293@gmail.com,Phoenix,AZ,26/01/2022,Premium Vitamin Pack,14,30,36.72,288,Health,Golden State Gadgets,contact30@goldenstategadgets.com,India,1636,25/05/2022,165.52,PayPal,USD
1301,2998,14,3,59.94,179.82,421,13-Jun-2022,delivered,San Antonio,CA,Karen,Wilson,user421@gmail.com,San Antonio,NY,03/10/2021,Premium Board Game,6,39,59.94,35,Sports & Outdoors,HomeComfort Imports,contact39@homecomfortimports.com,USA,1921,06/09/2022,345.91,Cash on Delivery,USD
3288,1364,232,2,363.18,726.36,430,14-Aug-2022,returned,San Diego,NY,Michael,Anderson,user430@gmail.com,San Diego,AZ,19/07/2022,Portable Soccer Ball,3,2,363.18,448,Books,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,2873,06/02/2022,1001.1,Cash on Delivery,USD
528,2030,123,4,344.13,1376.52,968,13-Sep-2022,delivered,Dallas,CA,Mary,Jones,user968@gmail.com,Chicago,PA,22/12/2021,Premium Vitamin Pack,1,15,344.13,678,Electronics,Sunrise Toys,contact15@sunrisetoys.com,India,1967,13/03/2022,82.88,Credit Card,USD
3105,168,490,3,447.97,1343.91,820,22-Oct-2022,delivered,San Diego,CA,Elizabeth,Martinez,user820@gmail.com,Phoenix,CA,29/09/2020,Wireless Toy Car,14,26,447.97,62,Health,GreenLeaf Organics,contact26@greenleaforganics.com,China,1231,11/12/2022,305.49,Cash on Delivery,USD
1636,2176,283,2,482.03,964.06,723,10-Dec-2022,processing,Chicago,NY,Robert,Garcia,user723@gmail.com,Houston,TX,11/12/2022,Premium Shampoo,1,6,482.03,31,Electronics,City Electronics,contact6@cityelectronics.com,Germany,2736,21/09/2022,20.76,Credit Card,USD
4498,920,208,5,188.7,943.5,33,01-Dec-2022,shipped,San Antonio,IL,Michael,Anderson,user33@gmail.com,San Antonio,CA,14/01/2020,Compact Vitamin Pack,10,34,188.7,214,Automotive,Lifestyle Brands Co,contact34@lifestylebrandsco.com,India,2303,27/12/2022,951.89,Bank Transfer,USD
1403,2073,426,2,170.88,341.76,568,10-Jun-2022,shipped,New York,CA,Robert,Thomas,user568@gmail.com,Dallas,TX,07/07/2021,Portable Mixer,9,3,170.88,229,Grocery,Prime Home Goods,contact3@primehomegoods.com,Canada,1310,05/06/2022,434.1,Cash on Delivery,USD
2548,490,172,4,133.71,534.84,522,16-Apr-2022,delivered,Phoenix,CA,Jennifer,Wilson,user522@gmail.com,San Diego,CA,06/01/2020,Rechargeable Headphones,14,22,133.71,889,Health,Lone Star Apparel,contact22@lonestarapparel.com,Germany,1405,26/03/2022,662.1,PayPal,USD
1394,1689,90,1,283.33,283.33,592,27-May-2022,delivered,Houston,NY,Mary,Smith,user592@gmail.com,San Diego,TX,06/06/2020,Waterproof Notebook,9,36,283.33,873,Grocery,Prime Auto Accessories,contact36@primeautoaccessories.com,Mexico,1773,11/02/2022,510.12,PayPal,USD
1828,1521,331,4,134.29,537.16,139,14-Feb-2022,returned,Dallas,TX,David,Johnson,user139@gmail.com,San Antonio,IL,11/12/2021,Premium Desk Lamp,14,24,134.29,532,Health,Pacific Sports,contact24@pacificsports.com,India,1605,12/03/2022,570.94,PayPal,USD
3946,467,49,5,18.83,94.15,917,29-Jul-2022,processing,Chicago,NY,Richard,Garcia,user917@gmail.com,Phoenix,TX,19/07/2022,Eco Headphones,1,2,18.83,416,Electronics,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,1082,12/07/2022,1046.18,PayPal,USD
3674,145,124,3,105.53,316.59,367,19-Jan-2022,processing,Chicago,TX,David,Martinez,user367@gmail.com,New York,AZ,21/05/2021,Wireless Drill,5,29,105.53,847,Shoes,PetWorld Wholesale,contact29@petworldwholesale.com,China,1705,05/09/2022,827.28,Bank Transfer,USD
1644,2139,445,3,361.17,1083.51,612,28-Jul-2022,processing,San Diego,PA,Thomas,Thomas,user612@gmail.com,New York,TX,17/03/2022,Classic Keyboard,4,9,361.17,843,Clothing,Metro Office Solutions,contact9@metroofficesolutions.com,Mexico,1935,23/01/2022,328.83,Bank Transfer,USD
1373,1625,325,4,31.02,124.08,128,02-Jan-2022,shipped,Chicago,TX,Thomas,Anderson,user128@gmail.com,Los Angeles,CA,27/02/2020,Rechargeable T-Shirt,1,10,31.02,980,Electronics,Healthy Living Wholesale,contact10@healthylivingwholesale.com,India,1856,23/05/2022,767.88,Credit Card,USD
4604,539,319,3,134.82,404.46,538,04-Jan-2022,processing,Houston,TX,James,Brown,user538@gmail.com,Los Angeles,CA,03/09/2021,Smart Backpack,9,20,134.82,876,Grocery,Wellness Direct,contact20@wellnessdirect.com,Germany,244,14/10/2022,1137.15,PayPal,USD
2831,2661,456,1,480.68,480.68,1,05-Jun-2022,shipped,Philadelphia,TX,Susan,Wilson,user1@gmail.com,Houston,PA,17/12/2022,Portable Necklace,6,14,480.68,615,Sports & Outdoors,Northstar Clothing,contact14@northstarclothing.com,USA,1301,27/11/2022,451.75,Credit Card,USD
692,149,154,1,345.28,345.28,31,24-May-2022,delivered,Houston,PA,Elizabeth,Moore,user31@gmail.com,Chicago,TX,10/08/2022,Compact Shampoo,14,22,345.28,125,Health,Lone Star Apparel,contact22@lonestarapparel.com,Germany,2647,27/10/2022,339.43,PayPal,USD
305,1108,289,4,319.32,1277.28,529,25-Jul-2022,processing,Phoenix,TX,Patricia,Taylor,user529@gmail.com,Phoenix,TX,05/02/2020,Premium T-Shirt,3,8,319.32,203,Books,Golden Shoe Supply,contact8@goldenshoesupply.com,India,2467,09/03/2022,863.82,Cash on Delivery,USD
3126,707,358,5,45.1,225.5,519,19-Nov-2022,shipped,Phoenix,AZ,John,Martinez,user519@gmail.com,New York,CA,31/07/2022,Waterproof Sneakers,7,25,45.1,867,Beauty & Personal Care,Bright Kids Toys,contact25@brightkidstoys.com,Mexico,2448,14/04/2022,1154.91,Credit Card,USD
1336,1651,294,4,102.99,411.96,507,25-Sep-2022,processing,San Antonio,TX,Thomas,Hernandez,user507@gmail.com,Houston,AZ,02/10/2022,Portable Vitamin Pack,5,2,102.99,66,Shoes,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,1840,23/07/2022,786.59,PayPal,USD
1246,2904,95,2,156.67,313.34,506,30-Dec-2022,shipped,Phoenix,CA,Elizabeth,Jones,user506@gmail.com,Chicago,CA,17/02/2021,Wireless Blender,11,1,156.67,32,Office Supplies,Global Tech Distributors,contact1@globaltechdistributors.com,China,1534,08/10/2022,100.92,Bank Transfer,USD
2962,553,44,2,307.45,614.9,355,15-Jun-2022,shipped,Chicago,IL,William,Thomas,user355@gmail.com,New York,CA,03/07/2021,Premium Desk Lamp,8,9,307.45,857,Toys & Games,Metro Office Solutions,contact9@metroofficesolutions.com,Mexico,2560,09/02/2022,219.81,Credit Card,USD
654,162,301,2,416.56,833.12,245,17-Apr-2022,delivered,San Diego,CA,Mary,Moore,user245@gmail.com,Chicago,NY,05/12/2022,Rechargeable Vitamin Pack,8,9,416.56,461,Toys & Games,Metro Office Solutions,contact9@metroofficesolutions.com,Mexico,2809,07/12/2022,314.85,PayPal,USD
4858,996,484,1,278.22,278.22,544,04-May-2022,delivered,San Antonio,TX,Karen,Williams,user544@gmail.com,New York,PA,12/12/2022,Compact Sneakers,10,34,278.22,99,Automotive,Lifestyle Brands Co,contact34@lifestylebrandsco.com,India,1976,21/10/2022,509.46,Bank Transfer,USD
4585,1899,136,3,280.33,840.99,775,19-Sep-2022,processing,San Jose,TX,Jennifer,Garcia,user775@gmail.com,New York,PA,27/10/2021,Waterproof Vitamin Pack,15,10,280.33,165,Garden & Outdoor,Healthy Living Wholesale,contact10@healthylivingwholesale.com,India,1490,04/01/2022,506.43,Cash on Delivery,USD
1792,457,367,4,152.38,609.52,255,11-Feb-2022,processing,San Antonio,TX,Sarah,Moore,user255@gmail.com,San Diego,CA,26/07/2020,Classic Necklace,5,34,152.38,827,Shoes,Lifestyle Brands Co,contact34@lifestylebrandsco.com,India,9,20/04/2022,413.01,Cash on Delivery,USD
3716,1817,259,4,455.51,1822.04,993,30-Mar-2022,delivered,Dallas,CA,Jennifer,Jones,user993@gmail.com,San Antonio,AZ,13/01/2022,Rechargeable Toy Car,12,14,455.51,56,Pet Supplies,Northstar Clothing,contact14@northstarclothing.com,USA,1027,29/01/2022,475.04,Cash on Delivery,USD
1219,2489,135,5,448,2240,863,08-Mar-2022,shipped,Chicago,IL,John,Smith,user863@gmail.com,Phoenix,AZ,18/04/2021,Compact Shampoo,7,28,448,880,Beauty & Personal Care,OfficeBox Distributors,contact28@officeboxdistributors.com,USA,2257,31/08/2022,588.46,PayPal,USD
4774,967,358,5,45.1,225.5,69,11-Aug-2022,shipped,Chicago,CA,Mary,Jones,user69@gmail.com,San Jose,TX,28/07/2021,Waterproof Sneakers,7,25,45.1,867,Beauty & Personal Care,Bright Kids Toys,contact25@brightkidstoys.com,Mexico,1867,17/05/2022,1189.28,Bank Transfer,USD
882,1330,307,1,336.95,336.95,170,10-Feb-2022,delivered,New York,TX,David,Thomas,user170@gmail.com,Los Angeles,CA,22/03/2021,Wireless Toy Car,5,37,336.95,677,Shoes,Sunset Jewelry Group,contact37@sunsetjewelrygroup.com,Germany,1829,02/12/2022,521.61,Cash on Delivery,USD
4411,1056,52,3,355.67,1067.01,586,31-Oct-2022,shipped,Philadelphia,TX,Susan,Jones,user586@gmail.com,Los Angeles,CA,16/12/2020,Classic Toy Car,2,6,355.67,201,Home Appliances,City Electronics,contact6@cityelectronics.com,Germany,2636,16/06/2022,755.18,Bank Transfer,USD
30,1545,295,3,28.59,85.77,673,14-Jan-2022,processing,Los Angeles,TX,Linda,Moore,user673@gmail.com,San Jose,AZ,17/10/2022,Classic T-Shirt,9,19,28.59,975,Grocery,Diamond Jewel Traders,contact19@diamondjeweltraders.com,Canada,2608,28/02/2022,134.95,Bank Transfer,USD
3737,2291,61,4,379.12,1516.48,791,10-Jan-2022,delivered,Los Angeles,AZ,Michael,Jackson,user791@gmail.com,Phoenix,CA,02/06/2020,Waterproof Blender,3,19,379.12,940,Books,Diamond Jewel Traders,contact19@diamondjeweltraders.com,Canada,2416,16/08/2022,73.66,Credit Card,USD
4859,2940,51,5,82.01,410.05,361,26-Aug-2022,delivered,New York,TX,Robert,Jackson,user361@gmail.com,Phoenix,NY,18/07/2022,Premium T-Shirt,8,9,82.01,654,Toys & Games,Metro Office Solutions,contact9@metroofficesolutions.com,Mexico,501,14/07/2022,1045.74,Cash on Delivery,USD
798,1756,331,1,134.29,134.29,166,13-Dec-2022,processing,San Diego,IL,Sarah,Gonzalez,user166@gmail.com,Dallas,CA,07/09/2020,Premium Desk Lamp,14,24,134.29,532,Health,Pacific Sports,contact24@pacificsports.com,India,2024,29/11/2022,153.46,Cash on Delivery,USD
1478,1690,151,5,309.72,1548.6,44,05-Nov-2022,delivered,San Jose,TX,Robert,Smith,user44@gmail.com,Chicago,CA,24/01/2021,Smart Shampoo,3,38,309.72,224,Books,ActiveLife Sports,contact38@activelifesports.com,Germany,987,08/12/2022,743.94,Credit Card,USD
20,2841,447,3,242.95,728.85,762,05-Sep-2022,delivered,Phoenix,TX,Richard,Gonzalez,user762@gmail.com,Houston,TX,06/07/2022,Classic Mixer,10,34,242.95,818,Automotive,Lifestyle Brands Co,contact34@lifestylebrandsco.com,India,835,11/07/2022,1038.6,Cash on Delivery,USD
3232,1256,239,3,142.41,427.23,769,21-Apr-2022,shipped,San Jose,TX,Patricia,Moore,user769@gmail.com,Phoenix,IL,16/02/2020,Waterproof Backpack,12,6,142.41,915,Pet Supplies,City Electronics,contact6@cityelectronics.com,Germany,2925,09/08/2022,1168.67,Cash on Delivery,USD
677,670,429,4,275.84,1103.36,336,08-Feb-2022,shipped,Houston,IL,Michael,Brown,user336@gmail.com,San Diego,TX,01/03/2021,Eco Headphones,13,19,275.84,184,Jewelry,Diamond Jewel Traders,contact19@diamondjeweltraders.com,Canada,1043,21/01/2022,970.84,Credit Card,USD
1529,1322,181,5,361.05,1805.25,870,23-Sep-2022,processing,Philadelphia,AZ,Barbara,Jones,user870@gmail.com,Los Angeles,PA,09/10/2021,Waterproof Headphones,14,11,361.05,888,Health,PetCare Partners,contact11@petcarepartners.com,India,1089,11/06/2022,125.74,PayPal,USD
4389,549,437,5,24.44,122.2,816,14-May-2022,delivered,San Diego,TX,Patricia,Rodriguez,user816@gmail.com,San Antonio,TX,13/09/2021,Compact Shampoo,11,5,24.44,169,Office Supplies,Summit Sports,contact5@summitsports.com,Germany,2481,21/07/2022,366.63,Bank Transfer,USD
1454,2503,339,2,10.87,21.74,708,21-Aug-2022,processing,Dallas,CA,Mary,Miller,user708@gmail.com,San Diego,TX,09/02/2020,Rechargeable Sneakers,11,22,10.87,939,Office Supplies,Lone Star Apparel,contact22@lonestarapparel.com,Germany,2675,22/08/2022,337.62,PayPal,USD
923,311,491,4,312.24,1248.96,253,25-Dec-2022,delivered,Chicago,TX,Mary,Brown,user253@gmail.com,Dallas,IL,14/01/2022,Portable Sneakers,1,3,312.24,959,Electronics,Prime Home Goods,contact3@primehomegoods.com,Canada,1210,06/04/2022,464.65,PayPal,USD
3093,714,170,1,128.43,128.43,661,10-Dec-2022,delivered,Houston,NY,Barbara,Garcia,user661@gmail.com,Phoenix,CA,03/07/2020,Compact Speaker,8,18,128.43,334,Toys & Games,GardenPro Supplies,contact18@gardenprosupplies.com,India,2123,22/02/2022,234.08,PayPal,USD
3920,2348,444,1,48.04,48.04,1000,05-Jul-2022,pending,New York,CA,Mary,Smith,user1000@gmail.com,Dallas,TX,21/09/2021,Adjustable Speaker,14,20,48.04,2,Health,Wellness Direct,contact20@wellnessdirect.com,Germany,1247,25/04/2022,960.94,Bank Transfer,USD
905,51,494,3,395.19,1185.57,967,01-Oct-2022,shipped,Houston,NY,Jessica,Jackson,user967@gmail.com,Philadelphia,CA,04/04/2020,Premium Notebook,8,35,395.19,39,Toys & Games,Urban Office Depot,contact35@urbanofficedepot.com,India,2375,13/12/2022,1102.42,Cash on Delivery,USD
3427,134,463,4,346.27,1385.08,151,30-Jul-2022,shipped,New York,TX,Patricia,Taylor,user151@gmail.com,New York,TX,30/08/2021,Smart Shampoo,2,12,346.27,394,Home Appliances,AutoParts Hub,contact12@autopartshub.com,Germany,351,26/12/2022,572.15,Cash on Delivery,USD
254,2167,283,4,482.03,1928.12,388,21-Mar-2022,shipped,San Antonio,CA,Linda,Wilson,user388@gmail.com,Houston,TX,15/11/2021,Premium Shampoo,1,6,482.03,31,Electronics,City Electronics,contact6@cityelectronics.com,Germany,485,08/12/2022,230.7,Cash on Delivery,USD
4998,1950,47,3,259.96,779.88,318,30-Nov-2022,pending,Phoenix,PA,Robert,Moore,user318@gmail.com,New York,PA,23/04/2020,Portable Necklace,2,6,259.96,186,Home Appliances,City Electronics,contact6@cityelectronics.com,Germany,1018,08/05/2022,959.31,Credit Card,USD
2831,2661,456,1,480.68,480.68,1,05-Jun-2022,shipped,Philadelphia,TX,Susan,Wilson,user1@gmail.com,Houston,PA,17/12/2022,Portable Necklace,6,14,480.68,615,Sports & Outdoors,Northstar Clothing,contact14@northstarclothing.com,USA,988,26/12/2022,1167.51,Credit Card,USD
2908,1814,83,4,147.86,591.44,743,11-Mar-2022,pending,Houston,IL,Susan,Williams,user743@gmail.com,Chicago,NY,19/06/2020,Portable Monitor,4,28,147.86,427,Clothing,OfficeBox Distributors,contact28@officeboxdistributors.com,USA,216,08/07/2022,82.23,Credit Card,USD
607,872,180,3,429.06,1287.18,542,01-Dec-2022,returned,Los Angeles,CA,Jennifer,Garcia,user542@gmail.com,Phoenix,TX,07/04/2021,Premium Toy Car,13,10,429.06,190,Jewelry,Healthy Living Wholesale,contact10@healthylivingwholesale.com,India,1979,22/04/2022,426.49,Bank Transfer,USD
1694,1531,240,1,415.28,415.28,745,30-Mar-2022,processing,Chicago,AZ,Patricia,Rodriguez,user745@gmail.com,Philadelphia,CA,09/08/2021,Premium Board Game,15,37,415.28,356,Garden & Outdoor,Sunset Jewelry Group,contact37@sunsetjewelrygroup.com,Germany,143,07/11/2022,120.22,Cash on Delivery,USD
1059,1561,24,5,160.61,803.05,256,09-Sep-2022,delivered,Chicago,TX,Susan,Miller,user256@gmail.com,San Antonio,CA,10/07/2020,Rechargeable Board Game,13,15,160.61,861,Jewelry,Sunrise Toys,contact15@sunrisetoys.com,India,116,30/04/2022,117.6,Cash on Delivery,USD
1338,24,368,2,96.06,192.12,600,05-Mar-2022,shipped,San Diego,TX,Sarah,Thomas,user600@gmail.com,Dallas,CA,06/06/2021,Eco Monitor,11,31,96.06,343,Office Supplies,Midwest Fashion Group,contact31@midwestfashiongroup.com,USA,2879,31/08/2022,752.93,Cash on Delivery,USD
2460,499,326,5,335.75,1678.75,44,15-Jan-2022,pending,New York,TX,Robert,Smith,user44@gmail.com,Chicago,CA,24/01/2021,Rechargeable T-Shirt,6,1,335.75,691,Sports & Outdoors,Global Tech Distributors,contact1@globaltechdistributors.com,China,1637,06/02/2022,183.63,Cash on Delivery,USD
4539,55,73,2,425.67,851.34,794,26-Jun-2022,shipped,Dallas,TX,Jessica,Miller,user794@gmail.com,Dallas,AZ,29/04/2021,Premium Shampoo,15,4,425.67,411,Garden & Outdoor,Evergreen Books,contact4@evergreenbooks.com,India,1359,07/02/2022,736.9,Cash on Delivery,USD
3106,2395,231,1,333.45,333.45,515,05-Jun-2022,delivered,San Antonio,CA,Robert,Taylor,user515@gmail.com,San Jose,CA,23/08/2020,Rechargeable Board Game,10,25,333.45,171,Automotive,Bright Kids Toys,contact25@brightkidstoys.com,Mexico,2112,07/05/2022,875.52,Credit Card,USD
4678,2092,35,1,11.34,11.34,4,28-Oct-2022,shipped,Philadelphia,IL,Michael,Wilson,user4@gmail.com,San Antonio,TX,12/10/2022,Premium Monitor,10,8,11.34,383,Automotive,Golden Shoe Supply,contact8@goldenshoesupply.com,India,947,02/05/2022,603.21,Cash on Delivery,USD
4363,2307,203,2,34.72,69.44,179,13-Dec-2022,shipped,Chicago,CA,John,Wilson,user179@gmail.com,Phoenix,IL,16/07/2021,Eco Board Game,15,38,34.72,925,Garden & Outdoor,ActiveLife Sports,contact38@activelifesports.com,Germany,2787,10/08/2022,148.8,Cash on Delivery,USD
4143,1693,432,2,447.84,895.68,485,16-Nov-2022,processing,Dallas,TX,William,Taylor,user485@gmail.com,Philadelphia,PA,30/03/2021,Compact Backpack,14,36,447.84,64,Health,Prime Auto Accessories,contact36@primeautoaccessories.com,Mexico,746,20/05/2022,426.36,Cash on Delivery,USD
2900,2048,345,4,246.56,986.24,985,09-Oct-2022,shipped,Phoenix,CA,Susan,Davis,user985@gmail.com,Phoenix,TX,09/10/2021,Compact Keyboard,2,12,246.56,561,Home Appliances,AutoParts Hub,contact12@autopartshub.com,Germany,1244,12/02/2022,971.9,Bank Transfer,USD
2978,1919,23,3,232.08,696.24,364,22-Nov-2022,processing,Los Angeles,CA,Elizabeth,Johnson,user364@gmail.com,Phoenix,TX,11/07/2022,Portable Blender,15,25,232.08,536,Garden & Outdoor,Bright Kids Toys,contact25@brightkidstoys.com,Mexico,2972,18/12/2022,677.4,Bank Transfer,USD
465,804,39,1,486.8,486.8,383,11-May-2022,shipped,San Jose,CA,Sarah,Wilson,user383@gmail.com,Dallas,NY,28/12/2020,Classic Headphones,7,29,486.8,435,Beauty & Personal Care,PetWorld Wholesale,contact29@petworldwholesale.com,China,1583,23/02/2022,652.19,Bank Transfer,USD
2251,865,319,2,134.82,269.64,288,10-Feb-2022,delivered,Philadelphia,PA,Joseph,Smith,user288@gmail.com,San Jose,CA,30/04/2021,Smart Backpack,9,20,134.82,876,Grocery,Wellness Direct,contact20@wellnessdirect.com,Germany,2216,01/07/2022,170.74,PayPal,USD
3696,1095,172,2,133.71,267.42,932,10-Nov-2022,delivered,Houston,AZ,James,Davis,user932@gmail.com,Philadelphia,TX,12/04/2020,Rechargeable Headphones,14,22,133.71,889,Health,Lone Star Apparel,contact22@lonestarapparel.com,Germany,1983,27/03/2022,996.34,Bank Transfer,USD
4843,2574,253,1,497,497,345,21-Nov-2022,shipped,Houston,CA,Karen,Davis,user345@gmail.com,Philadelphia,TX,14/12/2021,Premium Headphones,11,2,497,154,Office Supplies,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,847,14/06/2022,569.38,Bank Transfer,USD
2684,2743,37,4,27.81,111.24,455,19-Aug-2022,delivered,San Jose,PA,Jessica,Martin,user455@gmail.com,New York,TX,16/08/2021,Premium Keyboard,4,3,27.81,355,Clothing,Prime Home Goods,contact3@primehomegoods.com,Canada,1130,24/01/2022,576.91,PayPal,USD
4149,2204,372,4,243.87,975.48,825,09-Jan-2022,processing,Chicago,CA,Karen,Hernandez,user825@gmail.com,San Antonio,IL,23/04/2022,Rechargeable Sneakers,2,12,243.87,299,Home Appliances,AutoParts Hub,contact12@autopartshub.com,Germany,918,10/01/2022,351.32,Cash on Delivery,USD
3752,1124,336,5,287.21,1436.05,74,08-Jul-2022,shipped,Dallas,CA,Sarah,Williams,user74@gmail.com,Chicago,NY,25/10/2022,Portable Soccer Ball,12,29,287.21,80,Pet Supplies,PetWorld Wholesale,contact29@petworldwholesale.com,China,2020,05/03/2022,472.5,Credit Card,USD
